Features	label
11748::span:72:73	-1
11758::span:73:74	-1
11768::span:81:82	-1
11778::span:75:76	-1
11788::span:75:76	-1
11798::span:86:87	-1
11808::span:73:74	-1
11818::span:74:75	-1
11828::span:97:98	-1
11838::span:86:87	-1
11848::span:74:75	-1
11858::span:75:76	-1
11868::span:87:88	-1
11878::span:75:76	-1
11888::span:97:98	-1
11898::span:73:74	-1
11908::span:76:77	-1
11918::span:71:72	-1
11928::span:85:86	-1
11938::span:75:76	-1
11948::span:74:75	-1
11958::span:77:78	-1
11968::span:65:66	-1
11978::span:96:97	-1
11988::span:90:91	-1
11998::span:78:79	-1
12008::span:85:86	-1
12018::span:75:76	-1
12028::span:71:72	-1
12038::span:75:76	-1
12048::span:84:85	-1
12058::span:78:79	-1
12068::span:109:110	-1
12078::span:75:76	-1
12088::span:76:77	-1
12098::span:77:78	-1
12108::span:75:76	-1
12118::span:75:76	-1
12128::span:96:97	-1
12138::span:86:87	-1
12148::span:95:96	-1
12158::span:84:85	-1
12168::span:87:88	-1
12178::span:84:85	-1
12188::span:72:73	-1
12198::span:75:76	-1
12208::span:84:85	-1
12218::span:74:75	-1
12228::span:72:73	-1
12238::span:84:85	-1
12248::span:75:76	-1
12258::span:84:85	-1
12268::span:75:76	-1
12278::span:75:76	-1
12288::span:75:76	-1
12298::span:78:79	-1
12308::span:86:87	-1
12318::span:86:87	-1
12328::span:76:77	-1
12338::span:90:91	1
12348::span:77:78	1
12358::span:78:79	1
12368::span:87:88	1
12378::span:76:77	1
12388::span:76:77	1
12398::span:87:88	1
12408::span:76:77	1
12418::span:74:75	1
12428::span:79:80	1
12438::span:75:76	1
12448::span:76:77	1
12458::span:83:84	1
12468::span:75:76	1
12478::span:75:76	1
12488::span:87:88	1
12498::span:100:101	1
12508::span:75:76	1
12518::span:84:85	1
12528::span:86:87	1
12538::span:85:86	1
12548::span:85:86	1
12558::span:76:77	1
12568::span:99:100	1
12578::span:79:80	1
12588::span:77:78	1
12598::span:72:73	1
12608::span:75:76	1
12618::span:80:81	1
12628::span:81:82	1
12638::span:77:78	1
12648::span:80:81	1
12658::span:74:75	1
12668::span:72:73	1
12678::span:77:78	1
12688::span:87:88	1
12698::span:100:101	1
12708::span:96:97	1
12718::span:77:78	1
12728::span:74:75	1
12738::span:74:75	1
12748::span:88:89	1
12758::span:90:91	1
12768::span:73:74	1
12778::span:79:80	1
12788::span:75:76	1
12798::span:75:76	1
12808::span:87:88	1
12818::span:86:87	1
12828::span:85:86	1
12838::span:77:78	1
12848::span:80:81	1
12858::span:70:71	1
12868::span:75:76	1
12878::span:77:78	1
12888::span:111:112	1
12898::span:70:71	1
12908::span:80:81	1
12918::span:83:84	1
12928::span:76:77	1
12938::span:78:79	1
12948::span:78:79	1
12958::span:110:111	1
12968::span:91:92	1
12978::span:78:79	1
12988::span:76:77	1
12998::span:100:101	1
13008::span:73:74	1
13018::span:89:90	1
13028::span:78:79	1
13038::span:75:76	1
13048::span:82:83	1
13058::span:87:88	1
13068::span:79:80	1
13078::span:75:76	1
13088::span:75:76	1
13098::span:81:82	1
13108::span:87:88	1
13118::span:74:75	1
13128::span:100:101	1
13138::span:86:87	1
13148::span:98:99	1
13158::span:88:89	1
13168::span:74:75	1
13178::span:89:90	1
13188::span:75:76	1
13198::span:77:78	1
13208::span:74:75	1
13218::span:79:80	1
13228::span:82:83	1
13238::span:88:89	1
13248::span:89:90	1
13258::span:77:78	1
13268::span:74:75	1
13278::span:71:72	1
13288::span:87:88	1
13298::span:73:74	1
13308::span:99:100	1
13318::span:110:111	1
13328::span:81:82	1
13338::span:74:75	1
13348::span:71:72	1
13358::span:76:77	1
13368::span:77:78	1
13378::span:86:87	1
13388::span:75:76	1
13398::span:79:80	1
13408::span:74:75	1
13418::span:79:80	1
13428::span:89:90	1
13438::span:75:76	1
13448::span:77:78	1
13458::span:78:79	1
13468::span:75:76	1
13478::span:77:78	1
13488::span:73:74	1
13498::span:78:79	1
13508::span:77:78	1
13518::span:81:82	1
13528::span:79:80	1
13538::span:89:90	1
13548::span:74:75	1
13558::span:84:85	1
13568::span:75:76	1
13578::span:73:74	1
13588::span:77:78	1
13598::span:76:77	1
13608::span:85:86	1
13618::span:76:77	1
13628::span:89:90	1
13638::span:89:90	1
13648::span:101:102	1
13658::span:90:91	1
13668::span:75:76	1
13678::span:85:86	1
13688::span:88:89	1
13698::span:77:78	1
13708::span:86:87	1
13718::span:89:90	1
13728::span:79:80	1
13738::span:99:100	1
13748::span:78:79	1
13758::span:100:101	1
13768::span:87:88	1
13778::span:96:97	1
13788::span:87:88	1
13798::span:76:77	1
13808::span:87:88	1
13818::span:79:80	1
13828::span:88:89	1
13838::span:88:89	1
13848::span:88:89	1
13858::span:78:79	1
13868::span:100:101	1
13878::span:76:77	1
13888::span:75:76	1
13898::span:77:78	1
13908::span:75:76	1
13918::span:84:85	1
13928::span:75:76	1
13938::span:101:102	1
13948::span:73:74	1
13958::span:88:89	1
13968::span:76:77	1
13978::span:76:77	1
13988::span:86:87	1
13998::span:76:77	1
14008::span:85:86	1
14018::span:83:84	1
14028::span:78:79	1
14038::span:78:79	1
14048::span:77:78	1
14058::span:90:91	1
14068::span:88:89	1
14078::span:79:80	1
14088::span:77:78	1
14098::span:95:96	1
14108::span:89:90	1
14118::span:89:90	1
14128::span:90:91	1
14138::span:91:92	1
14148::span:78:79	1
14158::span:84:85	1
14168::span:86:87	1
14178::span:99:100	1
14188::span:75:76	1
14198::span:109:110	1
14208::span:78:79	1
14218::span:73:74	1
14228::span:77:78	1
14238::span:71:72	1
14248::span:100:101	1
14258::span:76:77	1
14268::span:73:74	1
14278::span:77:78	1
14288::span:87:88	1
14298::span:78:79	1
14308::span:77:78	1
14318::span:80:81	1
14328::span:76:77	1
14338::span:75:76	1
14348::span:90:91	1
14358::span:77:78	1
14368::span:85:86	1
14378::span:76:77	1
14388::span:76:77	1
14398::span:98:99	1
14408::span:90:91	1
14418::span:90:91	1
14428::span:77:78	1
14438::span:86:87	1
14448::span:80:81	1
14458::span:79:80	1
14468::span:76:77	1
14478::span:81:82	1
14488::span:84:85	1
14498::span:74:75	1
14508::span:89:90	1
14518::span:85:86	1
14528::span:80:81	1
14538::span:78:79	1
14548::span:75:76	1
14558::span:78:79	1
14568::span:98:99	1
14578::span:81:82	1
14588::span:81:82	1
14598::span:75:76	1
14608::span:81:82	1
14618::span:73:74	1
14628::span:78:79	1
14638::span:72:73	1
14648::span:75:76	1
14658::span:75:76	1
14668::span:86:87	1
14678::span:76:77	1
14688::span:74:75	1
14698::span:76:77	1
14708::span:60:61	1
14718::span:80:81	1
14728::span:78:79	1
14738::span:85:86	1
14748::span:87:88	1
14758::span:89:90	1
14768::span:89:90	1
14778::span:80:81	1
14788::span:93:94	1
14798::span:76:77	1
14808::span:86:87	1
14818::span:76:77	1
14828::span:82:83	1
14838::span:77:78	1
14848::span:99:100	1
14858::span:74:75	1
14868::span:80:81	1
14878::span:79:80	1
14888::span:78:79	1
14898::span:78:79	1
14908::span:87:88	1
14918::span:82:83	1
14928::span:79:80	1
14938::span:76:77	1
14948::span:80:81	1
14958::span:75:76	1
14968::span:89:90	1
14978::span:89:90	1
14988::span:125:126	1
14998::span:89:90	1
15008::span:74:75	1
15018::span:81:82	1
15028::span:78:79	1
15038::span:76:77	1
15048::span:95:96	1
15058::span:74:75	1
15068::span:73:74	1
15078::span:95:96	1
15088::span:78:79	1
15098::span:79:80	1
15108::span:98:99	1
15118::span:75:76	1
15128::span:75:76	1
15138::span:87:88	1
15148::span:73:74	1
15158::span:86:87	1
15168::span:77:78	1
15178::span:74:75	1
15188::span:78:79	1
15198::span:74:75	1
15208::span:110:111	1
15218::span:80:81	1
15228::span:89:90	1
15238::span:78:79	1
15248::span:79:80	1
15258::span:75:76	1
15268::span:73:74	1
15278::span:97:98	1
15288::span:76:77	1
15298::span:77:78	1
15308::span:73:74	1
15318::span:76:77	1
15328::span:110:111	1
15338::span:74:75	1
15348::span:76:77	1
15358::span:76:77	1
15368::span:99:100	1
15378::span:85:86	1
15388::span:80:81	1
15398::span:76:77	1
15408::span:100:101	1
15418::span:75:76	1
15428::span:76:77	1
15438::span:99:100	1
15448::span:87:88	1
15458::span:81:82	1
15468::span:78:79	1
15478::span:73:74	1
15488::span:87:88	1
15498::span:77:78	1
15508::span:77:78	1
15518::span:75:76	1
15528::span:76:77	1
15538::span:74:75	1
15548::span:78:79	1
15558::span:71:72	1
15568::span:97:98	1
15578::span:87:88	1
15588::span:80:81	1
15598::span:74:75	1
15608::span:97:98	1
15618::span:75:76	1
15628::span:86:87	1
15638::span:89:90	1
15648::span:75:76	1
15658::span:88:89	1
15668::span:78:79	1
15678::span:112:113	1
15688::span:70:71	1
15698::span:73:74	1
15708::span:79:80	1
15718::span:78:79	1
15728::span:77:78	1
15738::span:75:76	1
15748::span:98:99	1
15758::span:78:79	1
15768::span:86:87	1
15778::span:87:88	1
15788::span:76:77	1
15798::span:99:100	1
15808::span:110:111	1
15818::span:78:79	1
15828::span:87:88	1
15838::span:86:87	1
15848::span:87:88	1
15858::span:75:76	1
15868::span:90:91	1
15878::span:84:85	1
15888::span:85:86	1
15898::span:71:72	1
15908::span:92:93	1
15918::span:87:88	1
15928::span:78:79	1
15938::span:88:89	1
15948::span:78:79	1
15958::span:89:90	1
15968::span:74:75	1
15978::span:86:87	1
15988::span:88:89	1
15998::span:90:91	1
16008::span:74:75	1
16018::span:75:76	1
16028::span:76:77	1
16038::span:74:75	1
16048::span:84:85	1
16058::span:79:80	1
16068::span:84:85	1
16078::span:78:79	1
16088::span:76:77	1
16098::span:75:76	1
16108::span:73:74	1
16118::span:89:90	1
16128::span:84:85	1
16138::span:79:80	1
16148::span:73:74	1
16158::span:73:74	1
16168::span:89:90	1
16178::span:76:77	1
16188::span:97:98	1
16198::span:74:75	1
16208::span:74:75	1
16218::span:77:78	1
16228::span:91:92	1
16238::span:98:99	1
16248::span:98:99	1
16258::span:75:76	1
16268::span:80:81	1
16278::span:87:88	1
16288::span:88:89	1
16298::span:72:73	1
16308::span:75:76	1
16318::span:86:87	1
16328::span:77:78	1
16338::span:74:75	1
16348::span:75:76	1
16358::span:98:99	1
16368::span:88:89	1
16378::span:80:81	1
16388::span:82:83	1
16398::span:75:76	1
16408::span:72:73	1
16418::span:73:74	1
16428::span:89:90	1
16438::span:89:90	1
16448::span:90:91	1
16458::span:70:71	1
16468::span:89:90	1
16478::span:76:77	1
16488::span:87:88	1
16498::span:91:92	1
16508::span:88:89	1
16518::span:73:74	1
16528::span:89:90	1
16538::span:76:77	1
16548::span:86:87	1
16558::span:88:89	1
16568::span:76:77	1
16578::span:89:90	1
16588::span:74:75	1
16598::span:94:95	1
16608::span:75:76	1
16618::span:74:75	1
16628::span:76:77	1
16638::span:77:78	1
16648::span:73:74	1
16658::span:79:80	1
16668::span:87:88	1
16678::span:76:77	1
16688::span:79:80	1
16698::span:90:91	1
16708::span:74:75	1
16718::span:74:75	1
16728::span:88:89	1
16738::span:76:77	1
16748::span:73:74	1
16758::span:89:90	1
16768::span:74:75	1
16778::span:78:79	1
16788::span:78:79	1
16798::span:99:100	1
16808::span:99:100	1
16818::span:99:100	1
16828::span:82:83	1
16838::span:81:82	1
16848::span:73:74	1
16858::span:85:86	1
16868::span:88:89	1
16878::span:86:87	1
16888::span:78:79	1
16898::span:73:74	1
16908::span:89:90	1
16918::span:77:78	1
16928::span:89:90	1
16938::span:88:89	1
16948::span:75:76	1
16958::span:77:78	1
16968::span:77:78	1
16978::span:87:88	1
16988::span:75:76	1
16998::span:75:76	1
17008::span:75:76	1
17018::span:71:72	1
17028::span:78:79	1
17038::span:74:75	1
17048::span:88:89	1
17058::span:90:91	1
17068::span:91:92	1
17078::span:76:77	1
17088::span:76:77	1
17098::span:89:90	1
17108::span:75:76	1
17118::span:86:87	1
17128::span:88:89	1
17138::span:88:89	1
17148::span:76:77	1
17158::span:98:99	1
17168::span:76:77	1
17178::span:85:86	1
17188::span:77:78	1
17198::span:134:135	1
17208::span:95:96	1
17218::span:76:77	1
17228::span:107:108	1
17238::span:78:79	1
17248::span:77:78	1
17258::span:75:76	1
17268::span:78:79	1
17278::span:111:112	1
17288::span:78:79	1
17298::span:76:77	1
17308::span:76:77	1
17318::span:72:73	1
17328::span:78:79	1
17338::span:79:80	1
17348::span:87:88	1
17358::span:77:78	1
17368::span:74:75	1
17378::span:88:89	1
17388::span:78:79	1
17398::span:86:87	1
17408::span:73:74	1
17418::span:77:78	1
17428::span:100:101	1
17438::span:75:76	1
17448::span:76:77	1
17458::span:76:77	1
17468::span:74:75	1
17478::span:84:85	1
17488::span:99:100	1
17498::span:85:86	1
17508::span:77:78	1
17518::span:75:76	1
17528::span:79:80	1
17538::span:87:88	1
17548::span:86:87	1
17558::span:86:87	1
17568::span:86:87	1
17578::span:85:86	1
17588::span:80:81	1
17598::span:75:76	1
17608::span:88:89	1
17618::span:77:78	1
17628::span:99:100	1
17638::span:75:76	1
17648::span:77:78	1
17658::span:75:76	1
17668::span:76:77	1
17678::span:73:74	1
17688::span:78:79	1
17698::span:90:91	1
17708::span:79:80	1
17718::span:72:73	1
17728::span:91:92	1
17738::span:73:74	1
17748::span:80:81	1
17758::span:89:90	1
17768::span:85:86	1
17778::span:73:74	1
17788::span:76:77	1
17798::span:75:76	1
17808::span:92:93	1
17818::span:88:89	1
17828::span:81:82	1
17838::span:74:75	1
17848::span:78:79	1
17858::span:87:88	1
17868::span:77:78	1
17878::span:76:77	1
17888::span:89:90	1
17898::span:83:84	1
17908::span:77:78	1
17918::span:77:78	1
17928::span:77:78	1
17938::span:89:90	1
17948::span:79:80	1
17958::span:83:84	1
17968::span:77:78	1
17978::span:98:99	1
17988::span:75:76	1
17998::span:86:87	1
18008::span:74:75	1
18018::span:87:88	1
18028::span:87:88	1
18038::span:90:91	1
18048::span:74:75	1
18058::span:77:78	1
18068::span:77:78	1
18078::span:74:75	1
18088::span:87:88	1
18098::span:77:78	1
18108::span:73:74	1
18118::span:77:78	1
18128::span:78:79	1
18138::span:82:83	1
18148::span:99:100	1
18158::span:78:79	1
18168::span:91:92	1
18178::span:88:89	1
18188::span:74:75	1
18198::span:74:75	1
18208::span:73:74	1
18218::span:85:86	1
18228::span:76:77	1
18238::span:73:74	1
18248::span:83:84	1
18258::span:83:84	1
18268::span:87:88	1
18278::span:77:78	1
18288::span:74:75	1
18298::span:78:79	1
18308::span:80:81	1
18318::span:77:78	1
18328::span:79:80	1
18338::span:86:87	1
18348::span:85:86	1
18358::span:92:93	1
18368::span:77:78	1
18378::span:101:102	1
18388::span:80:81	1
18398::span:74:75	1
18408::span:90:91	1
18418::span:73:74	1
18428::span:77:78	1
18438::span:100:101	1
18448::span:85:86	1
18458::span:78:79	1
18468::span:76:77	1
18478::span:86:87	1
18488::span:75:76	1
18498::span:80:81	1
18508::span:88:89	1
18518::span:88:89	1
18528::span:73:74	1
18538::span:86:87	1
18548::span:78:79	1
18558::span:86:87	1
18568::span:74:75	1
18578::span:70:71	1
18588::span:73:74	1
18598::span:72:73	1
18608::span:81:82	1
18618::span:75:76	1
18628::span:74:75	1
18638::span:73:74	1
18648::span:88:89	1
18658::span:82:83	1
18668::span:74:75	1
18678::span:88:89	1
18688::span:75:76	1
18698::span:88:89	1
18708::span:89:90	1
18718::span:74:75	1
18728::span:79:80	1
18738::span:76:77	1
18748::span:97:98	1
18758::span:78:79	1
18768::span:109:110	1
18778::span:133:134	1
18788::span:83:84	1
18798::span:75:76	1
18808::span:77:78	1
18818::span:78:79	1
18828::span:77:78	1
18838::span:77:78	1
18848::span:88:89	1
18858::span:76:77	1
18868::span:76:77	1
18878::span:76:77	1
18888::span:78:79	1
18898::span:76:77	1
18908::span:86:87	1
18918::span:74:75	1
18928::span:74:75	1
18938::span:85:86	1
18948::span:78:79	1
18958::span:97:98	1
18968::span:72:73	1
18978::span:80:81	1
18988::span:98:99	1
18998::span:98:99	1
19008::span:77:78	1
19018::span:79:80	1
